YEAR,ID,X,Y,Z
06,917,127.252,92.992,42.096
06,690,128.345,92.968,42.097
06,763,128.687,93.672,42.097
06,592,128.058,93.911,42.098
06,595,127.918,93.465,42.098
06,650,128.24,93.498,42.098
06,712,128.217,92.792,42.098
06,910,127.354,93,42.098
06,914,127.178,92.752,42.098
06,353,129.347,92.968,42.1
06,921,128.881,92.412,42.1
06,416,129.343,92.29,42.101
06,748,128.537,93.647,42.101
06,1244,127.822,92.428,42.101
06,835,127.068,92.574,42.102
06,954,127.154,92.563,42.102
06,404,129.066,92.786,42.103
06,418,130.376,93.434,42.103
06,442,129.19,92.329,42.103
06,443,129.102,92.713,42.103
06,453,129.259,93.091,42.103
06,458,129.253,93.095,42.103
06,769,128.708,93.59,42.103
06,920,128.83,92.378,42.103
06,1016,127.587,93.118,42.103
06,1033,127.428,92.838,42.103
06,332,129.608,92.916,42.104
06,426,129.242,92.52,42.104
06,530,130.171,92.981,42.104
06,599,129.64,92.428,42.104
06,762,128.683,93.649,42.104
06,775,128.851,93.528,42.104
06,913,127.17,92.891,42.104
06,981,127.321,92.355,42.104
06,1018,127.563,92.879,42.104
06,1022,127.546,92.799,42.104
06,326,129.506,92.851,42.105
06,760,128.541,93.646,42.105
06,803,129.075,93.988,42.105
06,834,127.115,92.935,42.105
06,1036,127.387,93.019,42.106
06,1208,127.517,92.647,42.106
06,316,129.81,92.931,42.107
06,591,128.111,93.895,42.107
06,276,129.634,92.548,42.108
06,427,129.31,92.271,42.108
06,909,127.441,92.819,42.108
06,1041,127.339,92.774,42.108
06,369,129.255,92.728,42.109
06,782,128.594,93.171,42.109
06,815,127.152,92.928,42.109
06,911,127.341,93.04,42.109
06,325,129.485,92.746,42.11
06,711,128.05,93.204,42.11
06,773,128.719,93.398,42.11
06,774,128.679,93.363,42.11
06,916,127.293,92.828,42.11
06,957,127.08,92.583,42.11
06,309,129.733,92.733,42.111
06,365,129.318,92.63,42.111
06,805,129.024,93.687,42.111
06,994,127.375,92.966,42.111
06,1255,130.032,92.872,42.111
06,713,128.492,93.159,42.112
06,867,127.969,93.52,42.112
06,963,127.314,92.853,42.112
06,1275,130.218,92.828,42.112
06,300,130.689,93.169,42.113
06,569,129.614,93.22,42.113
06,912,127.327,93.112,42.113
06,1021,127.432,92.789,42.113
06,669,129.883,93.479,42.114
06,679,129.812,93.602,42.114
06,1020,127.446,92.858,42.114
06,624,129.642,93.488,42.115
06,747,128.577,92.851,42.115
06,790,128.561,93.086,42.115
06,352,129.383,92.745,42.116
06,354,129.391,92.996,42.116
06,614,129.707,93.448,42.116
06,1031,127.533,92.731,42.116
06,1229,130.006,92.592,42.116
06,1230,129.932,92.57,42.116
06,1245,130.111,92.657,42.116
06,997,127.693,92.936,42.117
06,1276,130.239,92.798,42.117
06,289,129.605,92.659,42.118
06,358,129.324,92.64,42.118
06,406,129.192,92.554,42.118
06,590,128.115,93.929,42.118
06,689,130.039,93.796,42.118
06,857,128.894,92.536,42.118
06,964,127.379,92.766,42.118
06,1274,130.303,92.845,42.118
06,1277,130.315,92.83,42.118
06,750,128.664,93.663,42.119
06,1032,127.51,92.75,42.119
06,199,130.437,93.621,42.12
06,299,130.842,93.51,42.12
06,311,130.785,93.744,42.12
06,454,129.17,93.069,42.12
06,883,128.673,92.634,42.12
06,955,127.201,92.528,42.12
06,956,127.331,92.557,42.12
06,998,127.626,92.922,42.12
06,259,129.248,92.791,42.122
06,298,129.707,92.793,42.122
06,314,130.408,93.266,42.122
06,772,128.982,93.644,42.122
06,856,128.933,92.522,42.122
06,479,129.492,93.255,42.123
06,808,127.163,92.69,42.123
06,882,128.725,92.571,42.123
06,1015,127.483,92.92,42.123
06,1231,129.976,92.652,42.123
06,1256,130.059,92.747,42.123
06,312,130.456,93.424,42.124
06,478,129.391,93.205,42.124
06,699,128.175,92.655,42.124
06,1017,127.474,93.107,42.124
06,1227,130.092,92.624,42.124
06,510,129.307,93.361,42.125
06,582,128.337,93.59,42.125
06,798,127.049,93.172,42.125
06,858,128.824,92.523,42.125
06,359,129.245,92.794,42.127
06,379,130.508,93.417,42.127
06,791,128.643,93.072,42.127
06,855,128.802,92.472,42.127
06,305,130.781,93.506,42.128
06,409,130.269,92.984,42.128
06,698,128.175,94.074,42.128
06,743,128.761,93.428,42.128
06,995,127.589,93.053,42.128
06,589,128.048,94.022,42.129
06,783,128.582,93.128,42.129
06,1000,127.816,92.981,42.13
06,893,127.355,92.73,42.131
06,1011,127.539,92.978,42.131
06,523,129.499,93.332,42.132
06,738,128.675,93.479,42.132
06,860,127.564,92.961,42.132
06,1226,130.071,92.464,42.132
06,291,130.848,93.251,42.133
06,1268,130.22,92.923,42.134
06,751,128.757,93.567,42.135
06,788,128.553,93.078,42.135
06,996,127.701,92.974,42.135
06,1270,130.15,92.782,42.135
06,201,130.284,93.582,42.136
06,275,129.648,92.407,42.136
06,786,128.632,93.037,42.136
06,154,129.291,92.902,42.137
06,542,129.612,93.729,42.137
06,680,129.852,93.715,42.137
06,735,128.457,92.705,42.137
06,151,130.363,93.307,42.138
06,290,129.697,92.693,42.138
06,328,129.825,92.519,42.138
06,616,129.726,93.507,42.138
06,749,128.677,93.697,42.138
06,802,129.008,93.935,42.138
06,874,127.782,92.638,42.138
06,876,128.704,92.47,42.138
06,137,129.146,93.019,42.139
06,193,130.298,93.49,42.139
06,306,129.414,92.89,42.139
06,315,129.81,92.828,42.139
06,1012,127.56,93.054,42.139
06,277,129.499,92.324,42.14
06,378,130.645,93.062,42.14
06,732,128.758,93.414,42.14
06,846,127.351,92.618,42.14
06,980,127.493,92.33,42.14
06,269,129.63,92.383,42.141
06,705,129.865,93.755,42.141
06,828,128.904,92.787,42.141
06,999,127.579,92.991,42.141
06,313,130.497,93.343,42.142
06,784,128.569,93.094,42.142
06,839,128.808,92.581,42.142
06,687,129.355,93.428,42.143
06,215,130.428,93.424,42.144
06,263,129.517,93.098,42.144
06,586,128.107,93.973,42.144
06,785,128.564,93.093,42.144
06,1254,130.024,92.936,42.144
06,1269,130.087,92.821,42.144
06,615,129.744,93.573,42.145
06,231,130.519,93.612,42.146
06,403,130.348,92.97,42.146
06,209,130.399,93.414,42.147
06,389,129.462,92.298,42.147
06,390,129.423,92.345,42.147
06,268,129.54,92.358,42.148
06,405,129.123,92.679,42.148
06,731,128.687,93.435,42.148
06,143,130.438,93.163,42.149
06,840,128.743,92.507,42.149
06,894,127.721,92.546,42.149
06,1253,130.138,92.801,42.149
06,239,129.22,92.645,42.15
06,424,128.153,93.99,42.15
06,1157,130.12,92.904,42.15
06,172,129.82,92.536,42.151
06,862,127.766,93.003,42.151
06,1202,129.966,92.51,42.151
06,297,129.816,92.734,42.152
06,520,129.437,93.551,42.152
06,521,129.468,93.815,42.152
06,189,130.351,93.509,42.153
06,191,130.317,93.435,42.153
06,492,129.473,93.405,42.154
06,607,129.961,93.261,42.154
06,715,128.558,93.105,42.154
06,721,128.561,93.163,42.154
06,801,126.915,92.804,42.154
06,847,127.322,92.468,42.154
06,131,129.077,92.969,42.155
06,310,129.571,93.161,42.155
06,134,130.163,93.329,42.156
06,171,129.604,92.424,42.156
06,176,129.4,93.158,42.156
06,200,130.304,93.83,42.156
06,684,128.615,93.516,42.156
06,771,128.559,92.592,42.156
06,825,128.814,92.559,42.156
06,1252,130.085,92.938,42.156
06,155,129.705,92.598,42.157
06,243,129.313,92.534,42.157
06,1151,130.196,92.813,42.157
06,133,129.073,92.946,42.158
06,174,130.736,93.005,42.158
06,227,129.33,92.659,42.158
06,660,128.568,93.143,42.158
06,219,130.522,93.486,42.159
06,701,128.629,93.563,42.159
06,794,128.462,92.449,42.159
06,117,129.105,92.943,42.16
06,130,129.13,92.987,42.16
06,135,130.299,93.244,42.16
06,136,130.349,93.195,42.16
06,157,129.516,93.087,42.16
06,422,128.136,94.046,42.16
06,440,129.501,93.247,42.16
06,652,128.486,93.214,42.16
06,714,128.543,93.149,42.16
06,177,129.677,92.519,42.161
06,235,129.073,92.74,42.161
06,251,129.341,93.163,42.161
06,307,129.513,92.296,42.161
06,831,128.881,92.598,42.161
06,833,127.352,92.709,42.161
06,116,129.086,92.947,42.162
06,253,129.379,93.181,42.162
06,260,129.104,92.286,42.162
06,262,129.354,93.182,42.162
06,274,130.712,93.351,42.162
06,1177,130.114,92.626,42.162
06,1200,130.072,92.6,42.162
06,163,129.661,92.526,42.163
06,179,130.663,93.158,42.163
06,425,128.132,93.858,42.163
06,522,129.549,93.731,42.163
06,656,128.657,93.173,42.163
06,827,128.902,92.571,42.163
06,1203,129.954,92.582,42.163
06,152,130.522,93.191,42.164
06,267,129.602,92.345,42.164
06,302,129.638,93.408,42.164
06,654,128.547,93.078,42.164
06,1163,130.042,92.737,42.164
06,127,129.091,93.024,42.165
06,423,128.119,94.046,42.165
06,651,128.519,93.225,42.165
06,192,129.614,92.711,42.166
06,217,129.442,92.684,42.166
06,225,129.503,92.683,42.166
06,340,129.664,93.239,42.166
06,604,128.399,93.365,42.166
06,107,129.299,92.88,42.167
06,190,130.296,93.508,42.167
06,285,129.546,93.324,42.167
06,653,128.549,93.179,42.167
06,819,128.815,92.541,42.167
06,842,128.779,92.366,42.167
06,1201,130.029,92.546,42.167
06,164,129.644,92.436,42.168
06,685,128.716,93.613,42.168
06,236,129.075,92.541,42.169
06,661,128.573,93.114,42.169
06,1161,130.05,92.938,42.169
06,122,129.193,92.738,42.17
06,167,129.873,92.553,42.17
06,1228,130.346,92.647,42.17
06,128,129.108,93.064,42.171
06,140,129.051,92.499,42.171
06,188,130.345,93.59,42.171
06,419,129.722,93.429,42.171
06,619,128.676,93.492,42.171
06,638,128.594,93.145,42.171
06,156,129.872,92.565,42.172
06,195,129.727,92.763,42.172
06,248,129.415,92.345,42.172
06,296,129.592,93.327,42.172
06,441,129.458,93.452,42.172
06,770,128.65,92.56,42.172
06,826,128.821,92.487,42.172
06,1243,127.878,92.301,42.172
06,119,130.274,93.318,42.173
06,120,130.325,93.071,42.173
06,129,129.163,93.058,42.173
06,138,129.305,92.816,42.173
06,149,129.465,93.129,42.173
06,161,130.603,93.054,42.173
06,178,129.872,92.508,42.173
06,237,129.316,92.529,42.173
06,168,129.659,92.737,42.174
06,254,130.793,93.72,42.174
06,278,129.688,93.099,42.174
06,673,128.611,92.937,42.174
06,303,129.691,93.179,42.175
06,1162,129.968,92.822,42.175
06,818,128.807,92.424,42.176
06,841,128.838,92.358,42.176
06,132,129.129,92.687,42.177
06,258,129.107,92.295,42.177
06,301,129.629,93.254,42.177
06,407,129.397,92.353,42.177
06,183,129.675,92.57,42.178
06,212,129.584,92.39,42.178
06,250,130.954,93.361,42.178
06,261,129.238,92.336,42.178
06,1178,129.937,92.587,42.178
06,392,129.919,93.806,42.179
06,88,130.767,93.408,42.18
06,113,129.17,92.934,42.18
06,329,130.328,93.097,42.18
06,657,128.696,93.049,42.18
06,139,129.162,92.626,42.181
06,226,129.54,92.318,42.181
06,420,129.445,93.399,42.181
06,238,129.423,92.473,42.182
06,264,130.596,93.278,42.182
06,391,130.031,93.856,42.182
06,625,128.704,93.446,42.182
06,108,129.217,93.007,42.183
06,208,130.495,93.522,42.183
06,244,129.077,92.469,42.183
06,249,129.293,92.283,42.183
06,817,128.852,92.427,42.183
06,1132,130.309,92.707,42.183
06,145,129.451,93.064,42.184
06,230,130.669,93.57,42.184
06,292,129.56,93.407,42.184
06,659,128.633,93.035,42.184
06,675,128.695,92.927,42.184
06,160,130.664,93.123,42.185
06,184,130.743,93.261,42.185
06,295,129.532,93.319,42.185
06,417,129.788,93.806,42.185
06,639,128.553,93.147,42.185
06,658,128.686,93.026,42.185
06,375,129.698,93.584,42.186
06,400,128.305,93.573,42.186
06,637,128.601,93.093,42.187
06,142,129.361,93.196,42.188
06,605,128.671,93.578,42.188
06,620,128.782,93.447,42.188
06,816,128.882,92.388,42.188
06,861,127.765,93.16,42.188
06,144,129.444,93.121,42.189
06,101,129.105,92.516,42.19
06,102,129.098,92.476,42.19
06,636,128.7,93.136,42.19
06,1090,130.056,92.983,42.19
06,165,129.527,93.252,42.191
06,692,128.196,92.485,42.191
06,754,129.345,93.915,42.191
06,824,128.888,92.31,42.191
06,247,129.375,92.299,42.192
06,393,129.589,93.704,42.193
06,626,128.806,93.452,42.193
06,677,128.727,92.869,42.193
06,87,129.196,92.822,42.194
06,622,128.175,92.486,42.194
06,1118,130.353,92.683,42.194
06,91,129.213,92.321,42.195
06,158,130.676,93.146,42.195
06,175,129.663,93.23,42.195
06,210,130.515,93.375,42.195
06,218,129.596,92.333,42.195
06,256,129.62,93.247,42.195
06,304,129.704,93.085,42.195
06,674,128.763,92.871,42.195
06,756,129.273,93.852,42.195
06,222,130.67,93.559,42.196
06,255,129.667,93.187,42.196
06,678,129.965,93.765,42.196
06,1140,130.252,92.937,42.196
06,73,129.32,92.53,42.197
06,95,129.131,92.291,42.197
06,97,129.147,92.443,42.197
06,162,130.697,93.014,42.197
06,213,129.447,92.609,42.197
06,804,128.919,92.362,42.197
06,854,127.745,92.549,42.197
06,1054,129.936,92.405,42.197
06,1056,129.948,92.452,42.197
06,797,127.59,93.126,42.198
06,1131,130.263,92.614,42.198
06,109,129.151,92.893,42.199
06,662,128.635,92.869,42.199
06,663,128.667,92.787,42.199
06,55,129.448,92.793,42.2
06,198,129.607,93.208,42.2
06,1055,129.992,92.44,42.2
06,96,129.123,92.356,42.201
06,216,129.437,93.801,42.201
06,439,129.221,93.319,42.201
06,655,128.874,93.44,42.201
06,719,129.418,93.818,42.201
06,1133,130.348,92.645,42.201
06,66,129.341,92.541,42.202
06,74,129.477,92.671,42.202
06,106,129.32,93.143,42.202
06,246,128.996,92.453,42.202
06,368,129.888,93.424,42.202
06,695,128.781,92.43,42.202
06,793,128.649,92.428,42.202
06,72,129.359,92.834,42.203
06,150,129.88,92.654,42.203
06,271,129.572,93.39,42.203
06,376,129.866,93.547,42.203
06,676,128.849,92.931,42.203
06,1086,129.973,92.437,42.203
06,1116,130.335,92.551,42.203
06,257,129.629,93.305,42.204
06,399,128.43,93.477,42.204
06,635,128.716,93.025,42.204
06,668,130.061,93.553,42.204
06,1117,130.383,92.651,42.204
06,92,129.237,92.26,42.205
06,121,129.485,92.286,42.205
06,377,129.722,93.705,42.206
06,252,129.654,93.217,42.207
06,321,129.981,93.281,42.207
06,395,128.451,93.45,42.207
06,568,128.529,93.249,42.207
06,720,129.432,93.847,42.207
06,1045,130.098,92.493,42.207
06,105,129.097,93.017,42.208
06,182,129.677,93.173,42.208
06,618,128.693,93.591,42.208
06,1089,130.023,92.949,42.208
06,103,129.094,92.629,42.209
06,287,129.709,93.38,42.209
06,421,129.325,93.415,42.209
06,634,128.89,93.385,42.209
06,584,128.591,93.608,42.21
06,551,128.719,93.159,42.211
06,691,128.523,92.51,42.211
06,54,129.381,92.753,42.212
06,181,129.697,93.234,42.212
06,339,129.903,93.457,42.212
06,33,129.74,92.586,42.214
06,203,130.039,93.799,42.214
06,224,129.742,93.736,42.214
06,242,129.43,93.336,42.214
06,1087,130.098,92.636,42.214
06,13,130.561,93.294,42.215
06,25,129.734,92.513,42.215
06,567,128.729,93.481,42.215
06,53,129.543,92.932,42.216
06,288,129.699,93.4,42.216
06,562,128.693,92.986,42.216
06,16,129.578,92.321,42.217
06,89,129.564,93.668,42.217
06,1047,129.971,92.58,42.217
06,561,128.721,93.043,42.218
06,100,129.171,92.736,42.219
06,583,128.654,93.493,42.219
06,17,129.593,92.352,42.22
06,286,129.725,93.342,42.22
06,24,129.614,92.675,42.221
06,141,129.06,92.376,42.221
06,211,129.479,92.283,42.221
06,270,129.632,93.557,42.221
06,396,128.194,93.751,42.221
06,571,128.579,93.169,42.221
06,578,128.671,92.837,42.221
06,787,128.866,92.39,42.222
06,1115,130.167,92.657,42.222
06,621,128.905,93.408,42.224
06,26,130.72,93.027,42.225
06,34,129.814,92.594,42.225
06,67,129.715,93.774,42.225
06,401,129.958,93.573,42.225
06,65,129.394,92.389,42.226
06,76,129.705,93.826,42.226
06,56,129.635,92.849,42.227
06,173,129.898,92.585,42.227
06,180,129.726,93.244,42.227
06,207,129.564,92.293,42.227
06,649,128.811,92.475,42.227
06,68,130.63,93.649,42.228
06,187,129.823,93.225,42.228
06,223,129.794,93.256,42.228
06,322,129.884,93.378,42.228
06,671,129.008,93.073,42.228
06,85,129.53,93.312,42.229
06,86,129.692,93.432,42.229
06,204,129.779,93.245,42.23
06,564,128.765,92.947,42.23
06,69,129.654,93.982,42.231
06,241,129.48,93.545,42.231
06,560,128.786,93.393,42.231
06,611,128.652,92.59,42.231
06,640,128.484,92.417,42.232
06,1039,130.032,92.732,42.232
06,48,129.529,92.858,42.233
06,221,129.346,93.486,42.233
06,394,128.505,93.418,42.233
06,549,128.735,92.709,42.234
06,633,128.981,93.414,42.235
06,19,129.62,92.552,42.236
06,52,129.731,92.977,42.236
06,642,128.846,92.395,42.236
06,18,129.296,93.079,42.237
06,20,129.493,92.338,42.237
06,47,129.59,92.908,42.237
06,196,129.879,92.935,42.237
06,214,129.837,93.776,42.237
06,75,130.804,93.406,42.238
06,511,128.831,92.637,42.238
06,670,128.935,93.189,42.238
06,11,129.649,92.543,42.239
06,524,128.671,92.812,42.239
06,552,128.865,93.47,42.239
06,1004,130.324,92.659,42.239
06,61,129.71,93.323,42.24
06,643,128.844,92.471,42.24
06,556,128.916,93.362,42.241
06,664,128.87,92.697,42.241
06,1030,130.236,92.627,42.241
06,539,128.789,92.839,42.242
06,21,130.594,93.001,42.243
06,31,130.73,93.03,42.243
06,15,129.187,93.073,42.244
06,436,128.725,93.181,42.244
06,529,128.536,93.497,42.244
06,641,128.801,92.583,42.244
06,14,129.315,93.132,42.245
06,43,129.847,92.78,42.245
06,58,130.151,93.606,42.245
06,84,130.822,93.348,42.245
06,111,129.041,93.092,42.245
06,349,128.51,93.174,42.245
06,398,128.508,93.502,42.245
06,528,128.823,93.346,42.245
06,554,128.598,93.018,42.245
06,23,129.538,93.003,42.246
06,540,128.821,93.223,42.246
06,632,129.019,93.4,42.246
06,408,128.34,92.678,42.247
06,672,128.962,93.058,42.248
06,1046,130.011,92.473,42.248
06,4,129.096,93.042,42.249
06,547,128.82,92.842,42.249
06,1040,130.037,92.694,42.249
06,42,129.777,92.942,42.25
06,50,129.613,93.301,42.251
06,486,128.85,92.554,42.251
06,727,129.335,93.848,42.251
06,1035,130.227,92.708,42.251
06,110,129.028,93.108,42.252
06,10,130.528,93.014,42.253
06,449,128.707,93.103,42.253
06,485,128.834,92.587,42.253
06,565,128.876,92.85,42.253
06,49,129.802,93.373,42.254
06,77,129.869,93.743,42.254
06,1028,130.227,92.704,42.254
06,62,129.872,93.276,42.255
06,505,128.658,93.416,42.255
06,527,128.912,93.383,42.255
06,46,130.861,93.028,42.256
06,60,129.112,93.072,42.256
06,380,128.624,93.579,42.256
06,468,128.921,93.459,42.256
06,500,128.807,92.529,42.256
06,548,128.792,92.808,42.256
06,1006,129.966,93.001,42.256
06,1105,130.393,92.538,42.256
06,507,128.564,93.22,42.257
06,752,129.183,93.987,42.257
06,1027,130.165,92.807,42.257
06,362,128.551,93.44,42.258
06,450,128.907,93.297,42.258
06,491,128.857,92.573,42.258
06,506,128.612,93.223,42.258
06,967,129.95,92.65,42.258
06,232,129.196,93.287,42.259
06,327,129.903,92.834,42.259
06,483,128.85,92.66,42.259
06,490,128.878,92.607,42.259
06,526,128.885,93.187,42.259
06,553,128.671,93.013,42.259
06,1013,130.403,92.834,42.259
06,220,129.844,93.383,42.26
06,1001,130.28,92.549,42.26
06,471,128.967,93.426,42.261
06,1003,130.229,92.686,42.261
06,1014,130.379,92.492,42.261
06,344,128.569,93.274,42.262
06,363,128.598,93.452,42.262
06,487,128.746,92.805,42.262
06,504,128.727,93.303,42.262
06,402,128.46,92.714,42.263
06,432,128.795,93.222,42.263
06,494,128.843,93.267,42.263
06,977,130.054,92.477,42.263
06,41,129.474,93.283,42.264
06,44,129.595,92.886,42.264
06,59,129.996,93.153,42.264
06,469,128.881,93.341,42.264
06,343,128.551,93.155,42.265
06,383,128.42,92.792,42.265
06,525,128.846,92.81,42.265
06,966,129.923,92.788,42.265
06,12,129.056,93.089,42.266
06,63,130.78,93.759,42.266
06,112,129.024,93.035,42.266
06,118,129.051,93.355,42.266
06,345,128.539,93.341,42.266
06,535,128.97,93.15,42.266
06,502,128.861,93.457,42.267
06,2,130.4,93.028,42.268
06,451,128.981,93.364,42.268
06,534,128.798,92.791,42.268
06,566,128.918,92.5,42.268
06,944,130.085,92.625,42.268
06,1029,130.165,92.675,42.268
06,470,128.837,93.252,42.269
06,541,129.012,93.113,42.269
06,37,129.775,93.268,42.27
06,415,128.676,92.808,42.271
06,563,128.8,93.019,42.271
06,197,130.024,93.247,42.272
06,413,128.663,92.866,42.273
06,945,130.243,92.553,42.273
06,951,130.109,92.561,42.273
06,412,128.699,92.798,42.274
06,1005,130.389,92.687,42.274
06,484,128.899,92.64,42.275
06,717,129.698,93.969,42.275
06,452,128.899,93.163,42.276
06,488,128.784,92.78,42.276
06,38,129.834,93.381,42.277
06,503,128.741,93.32,42.277
06,308,128.518,93.656,42.278
06,753,129.126,94.047,42.278
06,941,130.404,92.838,42.278
06,1002,130.272,92.736,42.279
06,475,128.933,92.446,42.28
06,64,129.507,92.267,42.281
06,346,128.707,93.208,42.281
06,904,130.019,92.533,42.281
06,489,128.877,92.682,42.282
06,978,130.16,92.643,42.282
06,83,128.068,94.114,42.283
06,431,128.803,93.088,42.285
06,457,128.529,92.506,42.285
06,30,130.899,93.242,42.286
06,434,128.869,93.284,42.286
06,348,128.775,93.327,42.287
06,355,128.549,92.767,42.287
06,411,128.723,92.866,42.287
06,942,130.416,92.771,42.287
06,1,129.141,93.055,42.288
06,474,128.91,92.565,42.288
06,965,130.255,92.912,42.288
06,245,128.421,92.735,42.29
06,3,129.038,93.015,42.292
06,51,129.932,93.231,42.292
06,324,128.319,92.535,42.292
06,335,128.708,93.11,42.292
06,29,130.944,93.264,42.294
06,35,129.723,93.202,42.294
06,381,128.633,92.781,42.295
06,32,129.724,93.213,42.296
06,433,128.784,93.288,42.296
06,943,130.412,92.622,42.297
06,435,128.875,93.327,42.299
06,903,130.163,92.557,42.3
06,28,130.838,93.108,42.302
06,71,130.146,93.924,42.302
06,428,128.599,92.398,42.302
06,891,130.275,92.571,42.302
06,430,128.994,93.199,42.303
06,350,128.617,93.462,42.304
06,57,130,93.136,42.305
06,429,128.58,92.597,42.306
06,397,128.867,93.45,42.307
06,147,128.358,93.292,42.309
06,372,128.802,93.484,42.309
06,905,130.132,92.415,42.309
06,371,128.853,93.439,42.31
06,892,130.358,92.592,42.311
06,79,127.978,92.307,42.312
06,866,130.145,92.479,42.312
06,868,129.977,92.553,42.312
06,279,128.638,93.387,42.315
06,341,128.818,93.179,42.315
06,70,130.036,93.942,42.316
06,869,129.977,92.471,42.316
06,342,128.821,93.309,42.317
06,40,129.782,93.125,42.318
06,319,128.861,93.186,42.318
06,320,128.81,93.318,42.318
06,361,128.833,93.452,42.318
06,414,128.766,92.81,42.319
06,437,128.896,93.085,42.319
06,884,130.199,92.591,42.319
06,410,128.886,92.939,42.321
06,859,130.228,92.692,42.321
06,333,128.86,93.14,42.322
06,871,130.132,92.531,42.322
06,22,130.776,92.996,42.323
06,351,128.716,93.35,42.325
06,356,128.772,92.948,42.325
06,864,130.226,92.701,42.325
06,266,128.641,93.149,42.326
06,294,128.772,93.501,42.326
06,347,128.852,92.392,42.327
06,337,128.763,92.503,42.328
06,438,128.964,93.107,42.328
06,870,129.987,92.407,42.328
06,265,128.702,93.206,42.329
06,317,128.949,93.144,42.329
06,865,130.327,92.654,42.329
06,202,128.222,92.546,42.333
06,318,128.911,93.216,42.333
06,323,128.636,92.459,42.334
06,336,128.9,92.394,42.334
06,382,128.815,92.64,42.334
06,360,128.892,93.461,42.335
06,374,128.918,92.936,42.337
06,370,128.937,93.426,42.338
06,284,128.746,93.421,42.339
06,234,128.713,92.868,42.34
06,725,129.352,93.907,42.34
06,806,130.126,92.859,42.34
06,273,128.805,93.485,42.342
06,820,130.179,92.705,42.342
06,338,128.871,92.656,42.343
06,1634,129.232,93.056,42.343
06,283,128.923,93.267,42.345
06,373,128.899,93,42.345
06,810,130.066,92.758,42.345
06,240,128.723,92.46,42.346
06,822,130.23,92.654,42.347
06,811,130.142,92.769,42.348
06,823,130.347,92.697,42.349
06,845,130.17,92.488,42.349
06,812,130.101,92.659,42.35
06,724,129.377,93.921,42.352
06,170,128.786,92.931,42.353
06,185,128.559,92.94,42.353
06,821,130.252,92.714,42.354
06,45,130.834,93.084,42.356
06,334,128.788,93.061,42.356
06,813,130.154,92.73,42.357
06,148,128.561,93.464,42.358
06,722,129.443,93.977,42.358
06,739,130.029,92.815,42.359
06,27,130.95,93.277,42.363
06,153,129.915,92.656,42.366
06,723,129.448,93.995,42.366
06,206,128.677,93.33,42.368
06,81,128.415,93.287,42.371
06,229,128.697,93.586,42.371
06,205,128.767,93.311,42.373
06,741,129.982,92.616,42.373
06,166,128.651,93.695,42.375
06,280,128.867,93.475,42.375
06,780,130.195,92.516,42.376
06,800,130.155,92.511,42.377
06,281,128.916,93.451,42.378
06,746,130.09,92.638,42.378
06,744,130.177,92.701,42.38
06,282,128.956,93.283,42.383
06,759,130.347,92.59,42.384
06,194,128.601,92.376,42.386
06,169,129.934,92.731,42.388
06,186,128.754,92.457,42.39
06,776,130.093,92.427,42.391
06,778,130.275,92.437,42.395
06,123,128.56,92.228,42.397
06,104,128.763,92.938,42.399
06,729,130.11,92.761,42.4
06,125,128.658,92.38,42.404
06,728,130.095,92.859,42.407
06,126,128.743,92.367,42.408
06,115,128.76,92.424,42.41
06,742,130.164,92.499,42.41
06,293,128.937,93.519,42.411
06,745,130.224,92.6,42.411
06,124,128.511,92.409,42.412
06,777,130.206,92.414,42.413
06,765,130.266,92.424,42.416
06,730,129.982,92.662,42.417
06,779,130.344,92.441,42.417
06,114,128.802,92.675,42.421
06,272,128.887,93.404,42.421
06,228,128.899,93.38,42.422
06,740,130.181,92.651,42.422
06,764,130.304,92.427,42.424
06,159,128.748,93.673,42.426
06,233,128.942,93.036,42.426
06,766,130.342,92.44,42.427
06,146,128.879,93.2,42.435
06,99,128.579,93.781,42.448
06,39,130.953,93.277,42.449
06,98,128.734,93.618,42.469
06,843,129.855,92.16,42.474
06,90,128.87,92.773,42.478
06,36,130.931,93.249,42.486
06,844,129.891,92.153,42.499
06,94,128.828,93.386,42.507
06,93,128.891,93.649,42.566
06,78,128.876,92.281,42.569
06,796,130.262,92.271,42.574
06,80,128.83,93.189,42.588
06,82,128.93,93.755,42.6
06,2309,128.9,94.117,43.231
06,2308,131.818,93.833,43.961
07,152,126.875,91.36,41.277
07,1458,126.873,91.092,41.604
07,1457,126.936,91.109,41.611
07,1459,126.969,91.259,41.634
07,1450,126.916,91.282,41.644
07,1451,126.906,91.289,41.659
07,1456,126.87,91.23,41.662
07,1443,126.925,91.098,41.674
07,1449,126.852,91.313,41.674
07,1455,126.889,91.317,41.677
07,1381,126.376,92.702,41.681
07,1358,126.834,92.78,41.694
07,1280,126.729,92.975,41.698
07,1380,126.416,92.65,41.698
07,1442,126.849,91.096,41.698
07,1350,126.198,92.905,41.699
07,1352,126.383,93.089,41.701
07,1412,126.444,92.786,41.702
07,1320,126.108,93.087,41.703
07,1351,126.123,92.926,41.704
07,1368,126.476,92.596,41.704
07,1382,126.298,92.589,41.705
07,1232,126.692,92.71,41.706
07,1346,126.165,92.953,41.706
07,1344,126.262,93.045,41.707
07,1644,126.977,90.482,41.708
07,1231,126.657,92.683,41.71
07,1347,126.167,92.849,41.71
07,1643,126.949,90.56,41.711
07,1291,126.609,93.144,41.712
