YEAR,ID,X,Y,Z
05,2210,129.157,92.588,42.31
05,2310,129.519,93.656,42.31
05,2554,130.459,93.295,42.31
05,2689,130.731,93.368,42.31
05,2918,129.787,93.203,42.31
05,2961,130.645,93.328,42.31
05,2965,130.625,93.273,42.31
05,2026,129.26,92.725,42.311
05,2081,129.34,92.355,42.311
05,2101,129.152,92.674,42.311
05,2376,129.673,92.534,42.311
05,2633,130.41,93.051,42.311
05,2635,130.527,93.328,42.311
05,2854,129.048,93.125,42.311
05,2885,129.274,93.301,42.311
05,2887,129.516,93.135,42.311
05,2163,128.901,92.478,42.312
05,2646,129.642,93.631,42.312
05,2835,130.718,93.776,42.312
05,3032,130.787,93.287,42.312
05,2397,130.386,93.739,42.313
05,2474,129.607,93.704,42.313
05,1453,131.413,93.247,42.314
05,2154,129.103,92.554,42.314
05,2400,129.623,92.943,42.314
05,2456,130.406,93.401,42.314
05,2014,129.232,92.638,42.315
05,2299,129.453,92.339,42.315
05,2368,129.806,92.63,42.315
05,2846,129.342,93.234,42.315
05,3027,130.732,93.262,42.315
05,863,131.271,93.492,42.316
05,2647,129.87,93.339,42.316
05,2877,129.448,93.158,42.316
05,2886,129.488,93.181,42.316
05,3031,130.735,93.195,42.316
05,1999,129.464,92.452,42.317
05,2307,129.665,92.605,42.317
05,2373,129.577,92.844,42.317
05,2636,130.628,93.665,42.317
05,634,131.026,93.347,42.318
05,2371,129.546,92.925,42.318
05,2457,130.439,93.093,42.318
05,2563,129.811,92.863,42.318
05,2874,129.527,93.237,42.318
05,2006,129.161,92.309,42.319
05,2458,130.438,93.162,42.319
05,2459,130.466,93.182,42.319
05,2843,129.567,94.024,42.319
05,2850,129.32,93.616,42.319
05,1739,129.099,92.512,42.32
05,2105,129.203,92.796,42.32
05,2404,129.721,92.916,42.32
05,2405,129.597,92.971,42.32
05,2851,129.343,93.3,42.32
05,1997,129.587,92.759,42.321
05,2012,129.235,92.699,42.321
05,2978,129.735,93.253,42.321
05,2150,130.691,93.051,42.322
05,2158,129.115,92.642,42.322
05,2407,129.661,92.928,42.322
05,1452,130.899,93.491,42.323
05,1998,129.484,92.497,42.323
05,2309,129.527,93.611,42.323
05,2430,130.238,93.234,42.323
05,2083,129.14,92.671,42.324
05,2160,129.047,92.64,42.324
05,1390,130.979,93.403,42.325
05,1448,130.926,93.394,42.325
05,2009,129.581,92.66,42.325
05,2087,129.228,92.817,42.325
05,2223,129.686,93.623,42.325
05,2372,129.778,92.818,42.325
05,2429,130.317,93.324,42.325
05,2434,129.699,93.457,42.325
05,2013,129.226,92.656,42.326
05,2427,130.401,93.398,42.326
05,2690,130.557,93.465,42.326
05,2016,129.128,92.704,42.327
05,2634,130.722,93.091,42.327
05,862,131.042,93.744,42.328
05,1995,129.408,92.734,42.328
05,2080,129.471,92.342,42.328
05,2098,129.473,92.352,42.328
05,2632,130.592,93.23,42.328
05,431,131.177,93.455,42.329
05,2011,129.294,92.838,42.329
05,2217,128.987,93.017,42.329
05,2010,129.351,92.733,42.33
05,2086,129.307,92.841,42.33
05,2308,129.539,92.373,42.33
05,2428,130.325,93.493,42.33
05,2767,129.547,93.619,42.33
05,2298,129.58,92.43,42.331
05,2432,129.808,92.993,42.331
05,2435,129.618,93.679,42.331
05,2497,129.702,93.667,42.331
05,2499,129.434,93.172,42.331
05,2104,129.32,92.83,42.332
05,2215,129.064,92.953,42.332
05,2216,129.059,93.007,42.332
05,2876,129.41,93.248,42.332
05,2155,129.028,92.746,42.333
05,2157,129.142,92.865,42.333
05,2220,129.782,93.436,42.333
05,2403,129.77,93.003,42.334
05,2878,129.391,93.133,42.334
05,920,131.117,93.764,42.335
05,1845,129.516,92.825,42.335
05,2159,129.083,92.657,42.335
05,2295,129.651,92.723,42.335
05,2297,129.623,92.58,42.335
05,2692,130.65,93.324,42.335
05,592,130.965,93.158,42.336
05,1643,130.184,93.845,42.336
05,1657,129.26,92.625,42.336
05,1844,129.003,92.761,42.336
05,2693,130.523,93.434,42.336
05,635,130.948,93.153,42.337
05,2769,129.061,93.345,42.337
05,2770,129.09,93.352,42.337
05,2849,129.366,93.637,42.337
05,3007,129.962,93.621,42.337
05,1549,130.113,93.691,42.338
05,1552,130.042,93.7,42.338
05,1857,129.728,93.803,42.338
05,2222,129.691,93.595,42.338
05,2477,129.433,93.211,42.338
05,2500,129.424,93.196,42.338
05,2688,130.604,93.461,42.338
05,974,131.114,93.36,42.339
05,1653,130.166,93.808,42.339
05,2023,129.674,93.678,42.339
05,2311,129.544,93.681,42.339
05,2375,129.584,93.01,42.339
05,2844,129.277,93.414,42.339
05,832,131.044,93.474,42.34
05,1550,130.122,93.627,42.34
05,1850,129.668,93.795,42.34
05,2167,129.757,93.433,42.34
05,2296,129.639,92.636,42.34
05,2749,130.834,93.322,42.34
05,486,130.95,93.308,42.341
05,1642,130.439,93.551,42.341
05,1693,129.448,92.682,42.341
05,1662,129.164,92.636,42.342
05,2166,129.762,93.481,42.342
05,1551,130.055,93.661,42.343
05,1570,129.663,92.713,42.343
05,2207,129.459,93.03,42.343
05,2768,129.024,93.282,42.343
05,3008,129.704,93.985,42.343
05,688,130.919,93.236,42.344
05,833,131.179,93.585,42.344
05,1759,128.978,92.343,42.344
05,2221,129.727,93.384,42.344
05,3009,129.787,93.956,42.344
05,1606,130.238,93.885,42.345
05,1695,129.074,92.712,42.345
05,2022,129.693,93.707,42.345
05,2401,129.841,92.859,42.345
05,2476,129.46,93.16,42.345
05,2377,129.675,93.764,42.346
05,2572,129.448,93.508,42.346
05,2852,129.561,93.159,42.346
05,636,130.986,93.07,42.347
05,1660,129.269,92.448,42.347
05,2208,129.161,92.971,42.347
05,2224,129.622,93.602,42.347
05,1740,129.014,92.736,42.348
05,2156,129.129,92.964,42.348
05,2856,129.013,93.546,42.348
05,1665,129.61,93.963,42.35
05,1743,129.719,92.605,42.35
05,2021,129.636,93.694,42.35
05,2971,129.899,93.381,42.35
05,864,131.198,93.367,42.351
05,1664,129.61,94.029,42.351
05,2168,129.855,93.73,42.351
05,1605,130.129,93.984,42.352
05,2025,129.735,93.426,42.352
05,2506,130.902,93.652,42.352
05,1661,129.21,92.461,42.353
05,1722,130.364,93.148,42.353
05,1742,129.468,92.447,42.353
05,2206,129.494,93.043,42.353
05,2304,129.832,92.669,42.353
05,2847,129.639,93.156,42.353
05,1562,129.282,92.812,42.354
05,2001,129.495,92.322,42.354
05,919,131.05,93.401,42.355
05,1654,129.3,92.552,42.355
05,2000,129.478,92.365,42.355
05,2205,129.501,93.078,42.355
05,2306,129.797,92.692,42.355
05,1758,129.404,92.294,42.356
05,2402,129.805,93.009,42.357
05,921,130.97,93.714,42.358
05,1611,129.18,92.944,42.358
05,1666,129.643,93.942,42.358
05,1744,129.745,92.631,42.358
05,2264,129.527,93.679,42.358
05,1841,129.755,92.861,42.359
05,2019,129.735,93.683,42.359
05,2967,130.551,93.897,42.359
05,865,131.374,93.581,42.36
05,1843,129.442,93.083,42.36
05,2078,129.512,92.385,42.36
05,2203,131.363,93.613,42.36
05,2301,129.518,93.663,42.36
05,1566,129.502,92.604,42.361
05,1568,129.195,92.854,42.361
05,1612,129.33,92.905,42.362
05,2079,129.534,92.345,42.362
05,2099,129.542,92.341,42.362
05,733,130.844,93.352,42.363
05,1564,129.401,92.999,42.363
05,1757,129.459,92.403,42.363
05,2303,129.822,92.813,42.363
05,2433,129.374,93.226,42.363
05,1656,129.403,92.496,42.364
05,2475,129.523,93.224,42.364
05,1454,130.093,93.887,42.365
05,1561,129.418,92.594,42.365
05,1571,129.375,92.635,42.365
05,2498,129.571,93.199,42.365
05,1749,130.374,92.997,42.366
05,2018,129.738,93.525,42.366
05,2117,129.583,93.18,42.366
05,2848,129.351,93.878,42.366
05,1754,130.483,93.056,42.367
05,1987,130.588,93.054,42.367
05,2305,129.84,92.655,42.367
05,1554,130.34,93.764,42.368
05,2502,129.36,93.279,42.368
05,1696,129.113,92.627,42.369
05,3010,129.356,93.891,42.369
05,2505,129.614,93.164,42.37
05,2574,129.295,93.301,42.37
05,1545,130.48,93.732,42.371
05,1855,129.866,93.664,42.371
05,2503,129.278,93.334,42.371
05,2750,130.785,93.277,42.371
05,432,131.208,93.309,42.372
05,1563,129.316,92.916,42.372
05,1741,129.566,92.407,42.372
05,2501,129.353,93.246,42.372
05,1698,129.484,92.383,42.373
05,1553,130.295,93.879,42.374
05,1737,129.79,92.737,42.374
05,2478,129.36,93.215,42.374
05,2479,129.354,93.265,42.374
05,1544,130.587,93.769,42.375
05,1663,129.096,92.716,42.375
05,1755,130.491,93.014,42.375
05,2100,129.516,92.405,42.376
05,1762,129.613,93.605,42.377
05,1988,130.764,93.298,42.377
05,2482,129.603,93.116,42.377
05,2573,129.346,93.445,42.377
05,1458,129.457,92.769,42.378
05,1569,129.47,92.95,42.378
05,2504,129.405,93.371,42.378
05,1464,129.648,92.724,42.379
05,1842,129.461,93.112,42.379
05,1854,129.837,93.826,42.379
05,2024,129.701,93.557,42.379
05,2115,129.575,93.604,42.379
05,2116,129.664,93.461,42.379
05,1738,129.493,92.371,42.38
05,1856,129.786,93.606,42.38
05,1992,130.516,93.01,42.38
05,1556,130.443,93.848,42.381
05,1729,130.396,93.095,42.381
05,2118,129.635,93.177,42.381
05,2263,129.51,93.634,42.381
05,1398,129.735,92.697,42.382
05,1548,130.199,93.919,42.382
05,1567,129.175,92.643,42.383
05,1993,130.525,93.074,42.383
05,2481,129.28,93.341,42.383
05,1397,130.231,93.852,42.385
05,1697,129.522,92.485,42.385
05,2226,129.56,93.564,42.385
05,1404,129.863,92.689,42.386
05,1457,129.555,92.655,42.386
05,2225,129.561,93.588,42.386
05,2300,129.458,93.609,42.386
05,1746,129.81,93.791,42.387
05,2261,129.354,93.68,42.387
05,1619,129.73,93.833,42.388
05,2480,129.418,93.413,42.388
05,1400,129.681,92.634,42.389
05,1753,130.563,93.075,42.389
05,2260,129.363,93.641,42.389
05,1760,129.82,93.732,42.391
05,1122,129.102,92.537,42.392
05,1560,129.583,92.54,42.392
05,2151,130.831,93.004,42.392
05,2262,129.421,93.747,42.392
05,1065,129.234,92.459,42.393
05,1747,129.804,93.848,42.393
05,976,129.205,92.542,42.394
05,1694,129.341,92.388,42.394
05,2259,129.389,93.475,42.394
05,1399,129.767,92.892,42.395
05,1461,129.535,92.93,42.395
05,2165,129.951,93.927,42.395
05,638,131.258,92.914,42.396
05,1752,130.539,93.027,42.396
05,1460,129.52,92.501,42.397
05,1761,129.621,93.634,42.397
05,2258,129.238,93.308,42.397
05,1547,130.389,93.872,42.398
05,1745,129.839,92.88,42.398
05,1557,130.505,93.888,42.399
05,1655,129.58,92.405,42.399
05,1668,129.692,94.021,42.399
05,1565,129.539,92.923,42.4
05,1852,129.836,93.899,42.401
05,1555,130.414,93.833,42.402
05,935,129.37,93.609,42.403
05,986,129.396,93.559,42.403
05,1646,130.138,93.134,42.403
05,1659,129.522,92.469,42.403
05,1730,130.225,93.127,42.403
05,1701,129.842,93.942,42.405
05,1702,129.844,93.914,42.405
05,1394,130.197,93.961,42.406
05,1403,129.647,92.762,42.406
05,1748,129.845,93.877,42.406
05,1849,129.697,93.029,42.406
05,1456,129.6,92.581,42.407
05,1459,129.608,92.932,42.407
05,930,129.168,93.51,42.408
05,1645,130.094,93.163,42.408
05,1667,129.73,93.944,42.408
05,1731,130.181,93.131,42.409
05,928,129.025,93.468,42.41
05,1620,129.694,94.004,42.41
05,1647,130.115,93.119,42.41
05,1991,130.805,93.238,42.41
05,1402,129.629,92.526,42.412
05,871,129.072,93.881,42.413
05,924,129.281,92.701,42.413
05,1060,129.033,92.616,42.413
05,1658,129.537,92.394,42.413
05,1765,129.753,93.573,42.413
05,1766,129.819,93.549,42.413
05,1847,129.618,93.035,42.413
05,1463,129.801,93.042,42.414
05,1649,130.122,93.057,42.414
05,1700,129.873,93.948,42.414
05,1732,130.172,92.999,42.414
05,1839,130.663,93.119,42.414
05,637,131.164,92.913,42.415
05,1058,129.33,92.554,42.415
05,1059,128.99,92.669,42.416
05,1616,129.676,93.982,42.416
05,1764,129.724,93.573,42.416
05,1401,129.504,92.385,42.417
05,1455,129.632,92.483,42.417
05,1644,130.055,93.163,42.417
05,1692,129.565,92.978,42.417
05,1727,130.461,93.1,42.417
05,1728,130.463,93.081,42.417
05,2020,129.539,93.719,42.417
05,929,129.169,93.501,42.418
05,981,129.271,93.399,42.418
05,1733,130.024,93.165,42.418
05,1840,130.756,93.169,42.418
05,979,129.363,92.663,42.42
05,1614,129.637,94.004,42.42
05,1648,130.167,93.111,42.42
05,1836,130.636,93.048,42.42
05,982,129.313,93.397,42.421
05,1472,129.598,94.032,42.421
05,934,129.352,93.478,42.422
05,1578,129.627,94.052,42.423
05,1851,129.751,93.406,42.423
05,1652,130.301,93.065,42.424
05,1618,129.739,93.838,42.425
05,1690,130.855,93.334,42.425
05,931,129,93.56,42.426
05,980,129.196,93.377,42.426
05,1617,129.721,93.89,42.426
05,1639,130.103,93.083,42.426
05,872,129.096,93.807,42.427
05,1466,129.587,93.938,42.427
05,1610,129.687,93.037,42.427
05,1613,129.605,93.006,42.427
05,1615,129.662,94.067,42.428
05,1650,130.171,93.071,42.428
05,1846,129.609,93.044,42.428
05,1848,129.673,93.055,42.428
05,923,130.198,92.614,42.429
05,1063,129.455,92.656,42.429
05,927,129.486,92.813,42.43
05,1838,130.723,93.116,42.43
05,1478,129.542,93.174,42.431
05,1573,129.723,94.046,42.431
05,1476,129.897,93.233,42.433
05,875,129.035,93.517,42.435
05,1064,129.511,92.58,42.435
05,1558,130.583,93.913,42.435
05,1703,129.896,93.988,42.435
05,874,129.066,93.519,42.436
05,978,128.989,92.649,42.436
05,1061,129.066,92.612,42.436
05,1763,129.708,93.583,42.436
05,1408,129.966,93.125,42.438
05,1853,129.898,93.874,42.438
05,933,129.291,93.473,42.439
05,925,129.024,92.812,42.441
05,641,129.135,92.244,42.442
05,932,129.06,93.505,42.442
05,1462,129.681,93.039,42.442
05,1471,129.705,94.033,42.443
05,1572,129.864,93.662,42.444
05,873,129.424,93.716,42.445
05,1407,129.884,93.121,42.445
05,1410,129.664,93.5,42.445
05,1468,129.846,93.55,42.445
05,839,129.406,93.793,42.446
05,1735,130.831,93.267,42.447
05,869,129.335,92.868,42.448
05,922,130.19,92.581,42.448
05,1475,129.847,93.432,42.448
05,1559,130.826,93.793,42.448
05,867,129.512,92.804,42.449
05,798,129.043,93.603,42.45
05,1405,129.549,93.687,42.45
05,1734,130.503,93.114,42.45
05,1467,129.653,93.666,42.451
05,640,129.094,92.385,42.452
05,1473,130,93.596,42.452
05,1121,129.525,92.427,42.453
05,1574,129.792,93.849,42.453
05,1640,130.908,93.806,42.454
05,868,129.473,92.81,42.455
05,797,129.066,93.592,42.456
05,836,129.643,93.162,42.456
05,977,129.354,92.422,42.456
05,1546,130.887,93.813,42.456
05,1651,130.105,92.993,42.456
05,1409,129.793,93.247,42.457
05,1477,129.669,93.191,42.458
05,1057,130.08,92.724,42.459
05,975,130.15,92.744,42.46
05,1470,129.684,94.012,42.46
05,1575,129.852,93.753,42.46
05,1724,130.861,93.267,42.461
05,1406,129.837,93.229,42.462
05,1465,129.901,93.548,42.462
05,1469,129.725,93.477,42.462
05,1704,129.938,93.912,42.462
05,1129,129.642,93.194,42.463
05,1699,129.979,93.979,42.463
05,741,129.109,93.755,42.465
05,1994,130.869,93.231,42.465
05,1124,129.753,93.254,42.466
05,1128,129.718,93.412,42.466
05,1395,130.475,93.875,42.466
05,1474,129.927,93.471,42.466
05,1990,130.746,93.031,42.466
05,689,129.321,92.624,42.468
05,1989,130.859,93.024,42.468
05,539,128.973,93.39,42.469
05,492,129.074,93.394,42.47
05,735,129.045,92.532,42.471
05,838,129.287,93.286,42.471
05,1837,130.821,93.034,42.471
05,1125,129.755,93.317,42.472
05,740,129.122,93.717,42.473
05,837,129.519,93.154,42.473
05,1576,129.82,93.788,42.473
05,743,129.156,93.873,42.474
05,1071,129.626,93.324,42.474
05,1726,130.733,93.141,42.474
05,796,129.067,93.569,42.475
05,536,129.295,92.479,42.476
05,1069,129.693,93.476,42.476
05,866,129.422,92.885,42.477
05,926,129.217,92.943,42.477
05,1123,129.828,93.255,42.477
05,440,129.107,93.48,42.478
05,489,129.338,92.455,42.478
05,795,129.125,93.567,42.479
05,870,129.163,92.938,42.479
05,493,129.276,93.216,42.481
05,1577,129.848,93.83,42.481
05,1070,129.617,93.562,42.482
05,439,129.117,93.606,42.483
05,1068,129.629,93.358,42.484
05,835,129.719,93.093,42.487
05,983,129.402,93.384,42.488
05,1062,129.622,92.831,42.488
05,1723,130.885,93.26,42.488
05,1835,130.871,93.229,42.488
05,985,129.55,93.508,42.489
05,490,129.441,92.576,42.49
05,1066,129.824,93.275,42.49
05,1609,130.536,93.093,42.49
05,1751,130.837,93.069,42.49
05,1691,130.742,93.151,42.491
05,434,129.606,92.345,42.492
05,1067,129.667,93.293,42.492
05,1725,130.792,93.218,42.492
05,1736,130.897,93.286,42.492
05,639,129.243,92.227,42.493
05,537,129.293,93.252,42.494
05,1756,130.788,93.117,42.496
05,538,129.316,93.228,42.497
05,791,130.244,92.602,42.497
05,834,130.113,92.574,42.497
05,433,129.581,92.506,42.498
05,491,129.366,92.523,42.499
05,1126,129.744,93.326,42.502
05,1056,129.953,92.975,42.506
05,591,129.053,92.891,42.507
05,737,129.038,92.346,42.51
05,742,129.448,93.461,42.511
05,984,129.552,93.515,42.511
05,1127,129.736,93.367,42.511
05,1579,129.766,93.865,42.511
05,734,130.282,92.719,42.512
05,736,129.385,92.973,42.512
05,435,129.504,92.266,42.514
